cashup_id,restaurant_id,bod_amount,sales,expenses,delivery_charges,eod_amount,tax,is_match,banking_id,cash_up_date,cashup_status
98,1,665.709999999993,5552.34,2748,203.8,3266.2499999999927,175.71,False,98,2024-04-07,matched
99,1,1495.5699999999927,5128.349999999999,1752,242.25,4629.669999999992,135.3,False,99,2024-04-08,unmatched
100,1,4551.839999999992,5391.55,2371,227.09,7345.299999999992,156.05,False,100,2024-04-09,unmatched
101,1,5786.089999999992,5574.19,2018,245.01,9097.269999999991,156.22,True,101,2024-04-10,unmatched
102,1,20.179999999991196,4398.76,2047,113.47,2258.4699999999916,163.2,False,102,2024-04-11,matched
103,1,1941.6699999999917,5306.08,1378,258.64,5611.1099999999915,136.0,False,103,2024-04-12,unmatched
104,1,1890.8399999999915,5241.66,1782,244.74,5105.759999999991,139.72,False,104,2024-04-13,unmatched
105,1,4761.829999999991,4460.950000000001,3125,120.4,5977.379999999992,162.87,False,105,2024-04-14,matched
106,1,1014.049999999992,5536.650000000001,1110,245.32,5195.379999999993,154.21,True,106,2024-04-15,unmatched
107,1,530.5899999999929,5175.25,3035,179.67,2491.169999999993,168.93,False,107,2024-04-16,unmatched
108,1,780.5899999999929,5155.410000000001,1147,221.56,4567.439999999993,146.98,True,108,2024-04-17,unmatched
109,1,2744.259999999993,5363.33,1789,118.06,6200.5299999999925,209.16,False,109,2024-04-18,unmatched
110,1,4966.599999999992,5090.389999999999,2434,238.76,7384.2299999999905,135.15,False,110,2024-04-19,matched
111,1,465.84999999999036,5796.26,2510,253.93,3498.1799999999907,162.85,True,111,2024-04-20,matched
112,1,611.6699999999905,5286.7300000000005,1563,208.22,4127.17999999999,160.24,False,112,2024-04-21,matched
113,1,2611.91999999999,4891.96,1991,264.40999999999997,5248.46999999999,112.4,False,113,2024-04-22,matched
114,1,565.6899999999905,5009.94,1055,150.8,4369.82999999999,175.09,False,114,2024-04-23,unmatched
115,1,1767.1799999999898,4840.21,553,183.62,5870.76999999999,150.2,True,115,2024-04-24,matched
116,1,3487.5599999999904,5544.69,1820,214.77,6997.479999999989,169.83,False,116,2024-04-25,unmatched
117,1,6873.789999999989,5387.799999999999,1357,226.41,10678.17999999999,156.2,False,117,2024-04-26,matched
118,1,5584.009999999989,5037.82,3412,230.12,6979.709999999989,136.85,False,118,2024-04-27,unmatched
119,1,2498.699999999989,5258.46,1992,201.27,5563.8899999999885,162.3,False,119,2024-04-28,matched
120,1,3856.1999999999884,5366.4800000000005,2492,106.55,6624.129999999989,215.03,True,120,2024-04-29,matched
121,1,1167.0499999999893,5191.29,2803,348.9,3206.439999999989,85.12,False,121,2024-04-30,unmatched
122,1,2432.0299999999893,5317.64,1716,241.92,5791.749999999989,144.92,False,122,2024-05-01,unmatched
123,1,1468.9299999999894,5341.04,2333,304.0,4172.969999999989,115.06,True,123,2024-05-02,matched
124,1,44.689999999989595,5579.93,1498,158.12,3968.49999999999,199.94,False,124,2024-05-03,matched
125,1,1007.0099999999902,5601.03,2793,280.16,3534.87999999999,139.95,True,125,2024-05-04,unmatched
126,1,1269.7599999999902,5070.6900000000005,2822,232.94,3285.5099999999907,137.05,False,126,2024-05-05,matched
127,1,3266.6699999999905,4811.389999999999,3119,198.54,4760.51999999999,141.31,True,127,2024-05-06,unmatched
128,1,2225.1299999999906,5447.05,2129,202.0,5341.179999999991,171.35,False,128,2024-05-07,unmatched
129,1,3253.2099999999914,4997.389999999999,2435,305.39,5510.209999999991,97.19,False,129,2024-05-08,unmatched
130,1,913.1599999999908,5308.400000000001,2212,172.56,3836.9999999999914,179.13,False,130,2024-05-09,unmatched
131,1,1331.0899999999915,5830.66,2088,170.4,4903.349999999991,206.32,True,131,2024-05-10,matched
132,1,259.8099999999913,4921.86,2451,223.05,2507.619999999991,134.55,True,132,2024-05-11,matched
133,1,937.4699999999907,5462.44,1910,215.56,4274.34999999999,165.33,True,133,2024-05-12,unmatched
134,1,3867.6999999999903,4922.030000000001,990,186.32,7613.409999999991,152.94,True,134,2024-05-13,matched
135,1,4233.609999999991,5782.41,3379,268.02,6368.999999999989,155.10999999999999,False,135,2024-05-14,unmatched
136,1,3063.629999999989,4679.12,1996,300.1,5446.649999999989,83.9,True,136,2024-05-15,unmatched
137,1,2277.4599999999887,5270.349999999999,2640,206.49,4701.319999999989,160.27,False,137,2024-05-16,matched
138,1,4629.029999999989,5546.98,1407,282.15,8486.859999999988,136.28,False,138,2024-05-17,matched
139,1,5083.669999999987,5910.200000000001,1952,312.58,8729.289999999988,139.24,True,139,2024-05-18,matched
140,1,4707.729999999989,5218.15,3323,211.44,6391.439999999989,155.19,True,140,2024-05-19,matched
141,1,1927.3099999999886,5294.36,3108,251.35,3862.3199999999883,139.05,True,141,2024-05-20,matched
142,1,2864.1999999999884,4762.02,2509,127.15,4990.069999999989,174.5,False,142,2024-05-21,unmatched
143,1,2088.1699999999887,5041.619999999999,1935,193.64,5001.149999999988,155.28,True,143,2024-05-22,unmatched
144,1,130.93999999998778,4385.95,2610,234.07,1672.8199999999877,102.26,True,144,2024-05-23,matched
145,1,1034.1899999999878,5144.86,1703,201.62,4274.429999999988,156.44,False,145,2024-05-24,matched
146,1,3452.6299999999874,4930.7,2792,144.63,5446.699999999987,174.25,True,146,2024-05-25,matched
147,1,1497.969999999987,5030.4800000000005,2701,197.76,3629.689999999988,152.66,False,147,2024-05-26,matched
148,1,2724.8699999999876,5617.29,2203,225.77,5913.389999999987,167.98,True,148,2024-05-27,matched
149,1,1641.069999999987,5533.59,1452,179.32,5543.339999999987,187.03,True,149,2024-05-28,matched
150,1,3683.1399999999876,5067.129999999999,2282,114.93,6353.339999999986,195.89000000000001,False,150,2024-05-29,unmatched
151,1,1890.7699999999859,5145.09,3508,258.17,3269.689999999986,128.17,True,151,2024-05-30,unmatched
152,1,2662.339999999986,4898.74,2065,199.19,5296.889999999986,145.34,True,152,2024-05-31,unmatched
153,1,2028.1799999999857,4938.78,2733,204.93,4029.0299999999856,144.48,True,153,2024-06-01,unmatched
154,1,1428.3199999999856,4756.33,3011,154.44,3019.209999999985,160.60999999999999,False,154,2024-06-02,matched
155,1,1154.559999999985,5251.8,1918,259.33,4229.029999999985,132.94,True,155,2024-06-03,matched
156,1,3569.6599999999853,4666.03,2547,133.79,5554.899999999984,166.4,False,156,2024-06-04,matched
157,1,2101.9699999999843,5270.320000000001,2682,269.18,4421.109999999984,128.94,False,157,2024-06-05,matched
158,1,3156.6599999999844,5370.84,1979,181.19,6367.309999999986,177.95,True,158,2024-06-06,matched
159,1,1438.3899999999858,4383.2,1230,200.08,4391.509999999986,119.12,False,159,2024-06-07,matched
160,1,2108.889999999986,5310.98,2803,190.35,4426.519999999985,170.38,True,160,2024-06-08,unmatched
161,1,87.01999999998498,5508.030000000001,1375,123.08,4096.969999999986,213.87,True,161,2024-06-09,unmatched
162,1,844.0899999999856,5047.91,3832,186.74,1873.2599999999854,159.06,False,162,2024-06-10,matched
163,1,594.9299999999855,4529.44,3530,237.54,1356.8299999999854,107.71,True,163,2024-06-11,matched
164,1,204.18999999998528,4814.960000000001,1565,245.39,3208.759999999986,118.06,True,164,2024-06-12,matched
165,1,2742.8499999999863,5115.43,1698,191.62,5968.659999999986,159.96,True,165,2024-06-13,unmatched
166,1,819.7099999999864,5974.9,2897,175.03,3722.579999999986,211.23,True,166,2024-06-14,unmatched
167,1,1348.0499999999856,5576.23,2134,235.85,4554.429999999985,160.89000000000001,False,167,2024-06-15,unmatched
168,1,3876.349999999985,5587.88,1740,275.86,7448.369999999985,141.47,True,168,2024-06-16,matched
169,1,5591.299999999986,5370.620000000001,2490,258.78,8213.139999999987,139.16,False,169,2024-06-17,matched
170,1,5846.719999999987,5261.16,1700,218.66,9189.219999999987,153.72,True,170,2024-06-18,matched
171,1,6796.929999999987,4613.88,1782,293.90999999999997,9334.899999999987,83.75,True,171,2024-06-19,matched
172,1,5262.999999999987,5434.33,2834,196.35,7666.979999999987,173.53,False,172,2024-06-20,unmatched
173,1,3437.4699999999866,4393.43,1786,227.34,5817.559999999987,106.02,False,173,2024-06-21,unmatched
174,1,906.8999999999869,5855.6,1482,242.97,5037.529999999987,171.31,True,174,2024-06-22,matched
175,1,486.1499999999869,5529.69,1863,170.72,3982.1199999999867,191.13,True,175,2024-06-23,matched
176,1,2895.479999999987,5800.41,2603,221.49,5871.399999999987,179.28,True,176,2024-06-24,matched
177,1,2315.969999999987,5331.81,2908,174.52,4565.2599999999875,179.31,False,177,2024-06-25,unmatched
178,1,4073.0199999999877,5479.400000000001,1664,286.4,7602.019999999988,130.79,True,178,2024-06-26,unmatched
179,1,2181.0099999999875,5504.969999999999,3002,144.07999999999998,4539.899999999987,203.19,False,179,2024-06-27,matched
180,1,2010.2699999999868,4620.6900000000005,3255,134.24,3241.7199999999875,163.92,True,180,2024-06-28,matched
181,1,2456.0699999999874,5267.719999999999,2341,229.59,5153.199999999986,148.58,True,181,2024-06-29,matched
182,1,2513.759999999986,4877.67,2795,210.55,4385.879999999986,138.59,False,182,2024-06-30,matched
183,1,1898.6499999999855,5378.099999999999,1987,203.65,5086.099999999986,167.08,True,183,2024-07-01,unmatched
184,1,333.61999999998625,5113.0599999999995,2024,158.93,3263.749999999986,176.2,True,184,2024-07-02,unmatched
185,1,2661.349999999986,5355.02,1410,161.49,6444.8799999999865,187.02,True,185,2024-07-03,matched
186,1,4662.619999999986,5076.900000000001,2677,134.34,6928.179999999986,186.67,False,186,2024-07-04,unmatched
187,1,860.3299999999854,4906.87,1861,146.31,3759.8899999999853,172.18,True,187,2024-07-05,matched
188,1,1098.3899999999853,5647.839999999999,589,247.17,5910.059999999985,158.82999999999998,False,188,2024-07-06,unmatched
189,1,2878.269999999985,5443.18,2690,151.42000000000002,5480.029999999986,196.45,False,189,2024-07-07,matched
190,1,4941.669999999986,5099.5599999999995,1612,174.65,8254.579999999985,167.65,True,190,2024-07-08,unmatched
191,1,7010.929999999986,4784.99,2095,224.76,9476.159999999985,126.86,True,191,2024-07-09,matched
192,1,5950.579999999985,5606.089999999999,727,207.16,10622.509999999984,176.72,True,192,2024-07-10,matched
193,1,6401.099999999984,5416.72,734,257.84,10825.979999999985,141.92,True,193,2024-07-11,unmatched
194,1,4114.309999999985,5399.96,1608,224.32,7681.949999999986,157.83,True,194,2024-07-12,matched
195,1,7216.319999999986,5073.88,2392,244.56,9653.639999999987,131.41,False,195,2024-07-13,matched
196,1,1202.5199999999859,5396.0,2911,234.67,3452.849999999986,152.47,False,196,2024-07-14,unmatched
197,1,484.70999999998594,5502.599999999999,1989,260.74,3737.569999999985,144.77,False,197,2024-07-15,unmatched
198,1,454.18999999998505,5740.610000000001,1503,307.06,4384.739999999985,133.5,False,198,2024-07-16,unmatched
199,1,1462.6399999999853,5591.920000000001,1584,205.15,5265.409999999987,177.0,False,199,2024-07-17,matched
200,1,2157.159999999987,5108.6,2750,214.77,4300.989999999987,148.07,True,200,2024-07-18,matched
201,1,468.26999999998725,5799.360000000001,1443,219.79,4604.839999999988,180.06,True,201,2024-07-19,matched
202,1,1232.9199999999882,5467.91,1608,196.21,4896.619999999988,175.31,False,202,2024-07-20,unmatched
203,1,3893.709999999988,4833.1,3246,247.85,5232.959999999988,117.73,True,203,2024-07-21,matched
204,1,2512.369999999988,5963.849999999999,2177,206.85,6092.369999999986,194.78,True,204,2024-07-22,matched
205,1,979.939999999986,5385.01,2583,293.28,3488.6699999999864,122.6,True,205,2024-07-23,matched
206,1,2654.7799999999866,5070.41,1664,291.13,5770.059999999986,107.95,True,206,2024-07-24,unmatched
207,1,1065.3399999999856,5209.879999999999,2586,204.0,3485.219999999985,158.48,False,207,2024-07-25,matched
208,1,1858.9499999999848,5080.12,2213,85.16,4640.909999999985,211.4,True,208,2024-07-26,matched
209,1,2214.0799999999854,5093.03,2325,160.97,4821.139999999985,174.17,False,209,2024-07-27,unmatched
210,1,3649.609999999985,5302.070000000001,1717,243.06,6991.619999999985,143.57999999999998,True,210,2024-07-28,matched
211,1,2143.279999999985,5082.09,3257,167.21,3801.1599999999853,170.53,True,211,2024-07-29,unmatched
212,1,4.849999999985357,5190.25,1714,254.14000000000001,3226.959999999986,132.44,False,212,2024-07-30,unmatched
213,1,2452.619999999986,5088.87,3017,167.9,4356.589999999986,170.5,True,213,2024-07-31,matched
214,1,1755.6799999999857,5167.45,1294,118.89,5510.239999999985,198.91,False,214,2024-08-01,matched
215,1,2565.7399999999852,4689.57,1941,158.67,5155.639999999985,155.15,False,215,2024-08-02,matched
216,1,1561.539999999985,5280.829999999999,1407,105.56,5329.809999999984,211.25,True,216,2024-08-03,unmatched
217,1,3433.5299999999843,5233.54,2129,159.72,6378.349999999985,181.82,False,217,2024-08-04,unmatched
218,1,2164.969999999985,5283.34,2407,188.72,4852.589999999985,169.82,True,218,2024-08-05,matched
219,1,2728.3399999999847,4751.879999999999,2894,123.8,4462.419999999984,175.72,False,219,2024-08-06,matched
220,1,1499.6399999999835,4467.31,2059,210.81,3697.1399999999844,117.99,False,220,2024-08-07,matched
221,1,2507.9499999999844,6123.41,2185,239.37,6206.989999999984,186.48,True,221,2024-08-08,unmatched
222,1,4987.959999999985,6224.960000000001,1912,329.78,8971.139999999985,146.36,False,222,2024-08-09,matched
223,1,8665.319999999985,5106.1900000000005,1807,184.18,11780.329999999985,163.19,False,223,2024-08-10,matched
224,1,3557.219999999985,4747.610000000001,2010,258.78,6036.049999999986,107.98,False,224,2024-08-11,matched
225,1,598.5399999999854,5321.37,2458,235.37,3226.5399999999854,148.39,False,225,2024-08-12,matched
226,1,471.5299999999852,6008.820000000001,2796,294.07,3390.2799999999856,153.42,True,226,2024-08-13,matched
227,1,2482.8999999999855,5173.54,2135,260.89,5260.549999999986,128.23,False,227,2024-08-14,unmatched
228,1,4676.189999999986,4876.21,2239,261.23,7052.169999999987,113.19,False,228,2024-08-15,unmatched
229,1,2017.4299999999876,5304.08,2252,302.56,4766.949999999987,113.92999999999999,False,229,2024-08-16,unmatched
230,1,529.3799999999874,5747.76,2038,211.97,4027.169999999988,181.41,False,230,2024-08-17,unmatched
231,1,3722.199999999988,5586.4,1971,243.02,7094.579999999987,157.8,True,231,2024-08-18,unmatched
232,1,2140.0599999999868,5632.18,3584,285.69,3902.549999999987,138.77,False,232,2024-08-19,unmatched
233,1,3024.109999999987,5333.57,2267,191.79,5898.889999999986,170.77,True,233,2024-08-20,unmatched
234,1,4963.319999999986,5741.589999999999,1164,256.6,9284.309999999985,158.77,False,234,2024-08-21,unmatched
235,1,3833.319999999985,5448.049999999999,2226,247.03,6808.339999999985,148.88,True,235,2024-08-22,unmatched
236,1,2533.189999999985,4860.02,1849,237.73,5306.479999999986,124.15,True,236,2024-08-23,matched
237,1,4008.5099999999857,6039.55,3127,305.37,6615.689999999987,149.28,False,237,2024-08-24,matched
238,1,65.0199999999868,5622.2699999999995,2252,293.21,3142.0799999999863,134.49,True,238,2024-08-25,unmatched
239,1,1507.5799999999863,4826.4400000000005,2212,213.65,3908.3699999999867,134.49,True,239,2024-08-26,unmatched
240,1,1036.0299999999866,5517.81,1193,220.58999999999997,5140.249999999987,165.59,True,240,2024-08-27,matched
241,1,4343.709999999987,5354.46,1566,269.61,7862.559999999988,132.92000000000002,False,241,2024-08-28,matched
242,1,7785.199999999988,5225.9800000000005,2421,191.87,10398.309999999989,165.38,True,242,2024-08-29,unmatched
243,1,5641.859999999989,4973.74,1770,297.5,8548.099999999988,99.94,True,243,2024-08-30,unmatched
244,1,358.7099999999873,5256.63,1954,181.11,3480.2299999999873,172.29,False,244,2024-08-31,unmatched
245,1,2385.5099999999875,5788.530000000001,2017,306.72,5850.319999999988,136.07,False,245,2024-09-01,unmatched
246,1,5574.789999999988,4986.450000000001,1473,177.91,8910.329999999989,160.39,False,246,2024-09-02,unmatched
247,1,4986.779999999989,5191.45,1140,267.26,8770.969999999988,125.94,False,247,2024-09-03,matched
248,1,6726.779999999988,5516.330000000001,1317,352.82,10573.28999999999,99.4,False,248,2024-09-04,matched
249,1,331.72999999999047,5644.29,1331,193.18,4451.83999999999,185.64,False,249,2024-09-05,unmatched
250,1,406.8899999999903,5526.02,1017,288.31,4627.59999999999,132.17,False,250,2024-09-06,matched
251,1,1258.3999999999905,5450.290000000001,1907,158.41,4643.279999999992,193.3,True,251,2024-09-07,unmatched
252,1,1420.0099999999916,5039.630000000001,1992,164.79,4302.849999999992,169.60999999999999,False,252,2024-09-08,matched
253,1,89.53999999999178,5426.17,2409,208.06,2898.649999999992,167.26,False,253,2024-09-09,matched
254,1,2370.799999999992,5682.38,3422,275.74,4355.439999999992,146.24,False,254,2024-09-10,matched
255,1,3646.9099999999926,5519.34,3957,162.32,5046.929999999993,194.81,False,255,2024-09-11,unmatched
256,1,3102.9999999999927,5544.410000000001,1879,155.13,6613.2799999999925,199.65,False,256,2024-09-12,matched
257,1,1126.0599999999922,5280.71,2215,141.97,4049.7999999999925,193.06,False,257,2024-09-13,unmatched
258,1,1218.9299999999926,4812.84,2363,227.03,3441.739999999993,127.13,True,258,2024-09-14,unmatched
259,1,3152.149999999993,5028.379999999999,1925,134.94,6120.589999999992,183.94,False,259,2024-09-15,unmatched
260,1,2096.899999999992,5775.049999999999,2792,254.46,4825.489999999992,161.54,True,260,2024-09-16,unmatched
261,1,4796.369999999992,5258.2,1903,250.26,7901.309999999992,137.78,True,261,2024-09-17,unmatched
262,1,61.799999999991996,4723.389999999999,2852,165.98,1767.2099999999914,153.2,False,262,2024-09-18,matched
